index,creation_date,status,completion_date,surface_type,graffiti_spot,address,zipcode,ward,police_district,community_area,latitude,longitude,location
18-02924017,10/15/2018,Completed,10/15/2018,Brick - Unpainted,Sign,1601 W 86TH ST,60620,21,6,71,41.7375032012949,-87.66317167104259,"(41.737503201295, -87.663171671043)"
17-05942526,09/07/2017,Completed,09/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,2900 W CERMAK RD,60623,24,10,30,41.8519625089854,-87.6991525307594,"(41.851962508985, -87.699152530759)"
17-05943674,09/07/2017,Completed,09/07/2017,Metal - Painted,Dumpster,350 W ARMITAGE AVE,60614,43,18,7,41.918437938975,-87.6384263281097,"(41.918437938975, -87.63842632811)"
17-05925132,09/06/2017,Completed,09/07/2017,Brick - Unpainted,Front,3620 N ASHLAND AVE,60613,47,19,6,41.9476453969876,-87.669020694684,"(41.947645396988, -87.669020694684)"
17-05916806,09/06/2017,Completed,09/07/2017,Wood - Painted,Fence,2017 N WHIPPLE ST,60647,32,14,22,41.9179340226304,-87.70366670206171,"(41.91793402263, -87.703666702062)"
18-02923951,10/15/2018,Completed,10/15/2018,Metal - Unpainted,Traffic Control Box,4901 S PULASKI RD,60632,14,8,57,41.8041155234627,-87.72333008216721,"(41.804115523463, -87.723330082167)"
17-05919616,09/06/2017,Completed,09/07/2017,Other/Unknown Surface,Fence,907 W VAN BUREN ST,60607,25,12,28,41.8765225745136,-87.6498550330511,"(41.876522574514, -87.649855033051)"
17-05929510,09/06/2017,Completed,09/07/2017,Limestone,Front,1448 W 99TH ST,60643,21,22,73,41.714117266712705,-87.65956270287649,"(41.714117266713, -87.659562702876)"
17-05942455,09/07/2017,Completed,09/07/2017,Metal - Painted,Door,460 E LOWER WACKER DR,60601,42,1,32,41.8874813472923,-87.61586760008991,"(41.887481347292, -87.61586760009)"
18-01133339,04/05/2018,Completed,04/05/2018,Brick - Painted,Traffic Control Box,1400 W 51ST ST,60609,20,9,61,41.8014919547504,-87.6599800403011,"(41.80149195475, -87.659980040301)"
17-05939017,09/07/2017,Completed,09/07/2017,Other / Unknown Surface,Garbage Cart,1133 N WINCHESTER AVE,60622,2,12,24,41.9023283901493,-87.6758654781836,"(41.902328390149, -87.675865478184)"
17-05942773,09/07/2017,Completed,09/07/2017,Brick - Unpainted,Front,3247 W LAWRENCE AVE,60625,33,17,14,41.968324783828095,-87.7103844699497,"(41.968324783828, -87.71038446995)"
18-01130810,04/05/2018,Completed,04/05/2018,Metal - Painted,Front,2758 W LAWRENCE AVE,60625,40,20,4,41.9686430443587,-87.6984917223547,"(41.968643044359, -87.698491722355)"
18-01133481,04/05/2018,Completed,04/05/2018,Brick - Painted,Rear,3036 N MILWAUKEE AVE,60618,30,25,21,41.936296264183504,-87.7194860702548,"(41.936296264183, -87.719486070255)"
18-01118981,04/04/2018,Completed,04/05/2018,Brick - Painted,Side,3132 W CERMAK RD,60623,24,10,30,41.851891288362395,-87.70397560697901,"(41.851891288362, -87.703975606979)"
18-01133929,04/05/2018,Completed,04/05/2018,Metal - Painted,Front,2409 W DIVISION ST,60622,1,12,24,41.902901146113,-87.6873819957293,"(41.902901146113, -87.687381995729)"
17-05942931,09/07/2017,Completed,09/07/2017,Metal - Unpainted,Door,3194 N ELSTON AVE,60618,33,14,21,41.939213076185496,-87.69828184953829,"(41.939213076185, -87.698281849538)"
18-01134154,04/05/2018,Completed,04/05/2018,Brick - Unpainted,Side,4425 W IRVING PARK RD,60641,45,17,16,41.953404894341105,-87.73922016374779,"(41.953404894341, -87.739220163748)"
17-05940296,09/07/2017,Completed,09/07/2017,Metal - Unpainted,Sign,4900 N DAMEN AVE,60625,40,20,4,41.9706619358099,-87.6793890125719,"(41.97066193581, -87.679389012572)"
18-02917089,10/14/2018,Completed,10/15/2018,Aluminum Siding,Garage,3700 W DICKENS AVE,60647,35,25,22,41.9191905611633,-87.71939749453779,"(41.919190561163, -87.719397494538)"
18-01131684,04/05/2018,Completed,04/05/2018,Metal - Painted,Viaduct,4810 W SUNNYSIDE AVE,60630,45,16,15,41.9626503461414,-87.74817601231742,"(41.962650346141, -87.748176012317)"
17-05928821,09/06/2017,Completed,09/07/2017,Other/Unknown Surface,Side,4705 N RAVENSWOOD AVE,60640,47,19,3,41.967202442062394,-87.67398215733209,"(41.967202442062, -87.673982157332)"
18-01134946,04/05/2018,Completed,04/05/2018,Metal - Painted,Front,2459 S WHIPPLE ST,60623,12,10,30,41.8464718762798,-87.7012726913434,"(41.84647187628, -87.701272691343)"
17-05942469,09/07/2017,Completed,09/07/2017,Brick - Unpainted,Front,429 E LOWER WACKER DR,60601,42,1,32,41.8872826249656,-87.6163330213879,"(41.887282624966, -87.616333021388)"
18-01124434,04/04/2018,Completed,04/05/2018,Brick - Unpainted,Side,736 W 17TH PL,60616,11,12,31,41.858459942302495,-87.6462708466053,"(41.858459942303, -87.646270846605)"
18-01118967,04/04/2018,Completed,04/05/2018,Brick - Painted,Rear,3142 W CERMAK RD,60623,24,10,30,41.8518859623224,-87.7044649036697,"(41.851885962322, -87.70446490367)"
17-05920174,09/06/2017,Completed,09/07/2017,Brick - Unpainted,Alley,1612 N KEDZIE AVE,60647,26,14,23,41.910536891739504,-87.7069461047447,"(41.91053689174, -87.706946104745)"
17-05924433,09/06/2017,Completed,09/07/2017,Brick - Unpainted,Side,3810 S CALIFORNIA AVE,60632,12,9,58,41.8242228385515,-87.69479892786791,"(41.824222838551, -87.694798927868)"
