Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
08/06/2017,Completed,08/07/2017,17-05210425,Graffiti Removal,Metal - Painted,Front,5604 S ARCHER AVE,60638,1143209.67986992,1869361.41331762,14,8,56,,41.79767020601980,-87.75039612563970,"(41.79767020602, -87.75039612564)"
08/04/2017,Completed,08/07/2017,17-05179434,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2755 W BLOOMINGDALE AVE,60647,1157633.68580216,1911863.8704192,1,14,24,,41.91379847096560,-87.69687388199900,"(41.913798470966, -87.696873881999)"
08/06/2017,Completed,08/07/2017,17-05215757,Graffiti Removal,Metal - Painted,Traffic Control Box,1042 W ALTGELD ST,60614,1168922.24277213,1916783.36836764,43,19,7,,41.92727379272220,-87.65537454376800,"(41.927273792722, -87.655374543768)"
08/05/2017,Completed,08/07/2017,17-05198671,Graffiti Removal,Brick - Unpainted,Side,2236 W 33RD ST,60608,1161838.57438432,1882756.27830405,25,9,59,,41.83406247878880,-87.68170518198260,"(41.834062478789, -87.681705181983)"
08/05/2017,Completed - Dup,08/07/2017,17-05200921,Graffiti Removal,Metal - Painted,Fence,2303 W SUNNYSIDE AVE,60625,1160188.11016623,1929832.94508122,47,19,4,21,41.963059519219800,-87.68645159547680,"(41.96305951922, -87.686451595477)"
08/07/2017,Completed,08/07/2017,17-05246485,Graffiti Removal,Wood - Painted,Bench,1530 W DIVISION ST,60642,1165857.6298725,1908080.80172961,2,14,24,33,41.903471105772400,-87.66617133934340,"(41.903471105772, -87.666171339343)"
08/07/2017,Completed,08/07/2017,17-05245423,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,404 N DAMEN AVE,60622,1163001.52648318,1902763.03987452,27,12,24,,41.88888929973210,-87.676997311848,"(41.888889299732, -87.676997311848)"
08/05/2017,Completed - Dup,08/07/2017,17-05195326,Graffiti Removal,Limestone,Front,2861 N BROADWAY,60657,1171744.47596878,1919475.67481,44,19,6,8,41.93453352565060,-87.64406470368720,"(41.934533525651, -87.644064703687)"
08/05/2017,Completed - Dup,08/07/2017,17-05201312,Graffiti Removal,Metal - Painted,Fence,2303 W SUNNYSIDE AVE,60625,1160188.11016623,1929832.94508122,47,19,4,21,41.963059519219800,-87.68645159547680,"(41.96305951922, -87.686451595477)"
08/04/2017,Completed,08/07/2017,17-05172393,Graffiti Removal,Vinyl Siding,Alley,4409 S SACRAMENTO AVE,60632,1157098.56390614,1875263.15497699,15,9,58,,41.813339827627300,-87.69911959591810,"(41.813339827627, -87.699119595918)"
08/07/2017,Completed,08/07/2017,17-05245616,Graffiti Removal,Wood - Painted,Front,2614 W CORTEZ ST,60622,1158781.41709829,1906888.9074681,1,12,24,,41.90034408378080,-87.69254553072330,"(41.900344083781, -87.692545530723)"
08/07/2017,Completed,08/07/2017,17-05245625,Graffiti Removal,Metal - Painted,Dumpster,2602 W CORTEZ ST,60622,1158862.71709829,1906890.4074681,1,12,24,,41.90034845384890,-87.6920875446902,"(41.900348453849, -87.69208754469)"
08/05/2017,Completed,08/07/2017,17-05196770,Graffiti Removal,Metal - Unpainted,Front,2420 W MONTROSE AVE,60618,1159351.07991312,1929147.86469635,47,19,4,21,41.96141632825090,-87.68953201339660,"(41.961416328251, -87.689532013397)"
08/06/2017,Completed,08/07/2017,17-05217696,Graffiti Removal,Brick - Unpainted,Garage,1442 N ARTESIAN AVE,60622,1159812.25380208,1909517.31688929,1,14,24,,41.90793404985540,-87.68853459413560,"(41.907934049855, -87.688534594136)"
08/07/2017,Completed,08/07/2017,17-05245636,Graffiti Removal,Brick - Painted,Front,3844 S WOLCOTT AVE,60609,1164325.99948174,1879005.86009159,12,9,59,,41.82363447859090,-87.67280549043080,"(41.823634478591, -87.672805490431)"
08/05/2017,Completed - Dup,08/07/2017,17-05192898,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Fence,446 W 25TH PL,60616,1173539.67907041,1887248.5101686,11,9,60,,41.84617747302240,-87.63871767589310,"(41.846177473022, -87.638717675893)"
08/05/2017,Completed - Dup,08/07/2017,17-05201506,Graffiti Removal,Other/Unknown Surface,Garbage Cart,2301 W SUNNYSIDE AVE,60625,1160210.11016623,1929833.54508122,47,19,4,21,41.96306063501600,-87.68636754917810,"(41.963060635016, -87.686367549178)"
08/06/2017,Completed,08/07/2017,17-05227131,Graffiti Removal,Brick - Unpainted,Side,2201 S HALSTED ST,60608,1171373.30338744,1889593.11977017,11,12,31,,41.85249875663110,-87.64634466575480,"(41.852498756631, -87.646344665755)"
08/06/2017,Completed,08/07/2017,17-05210849,Graffiti Removal,Metal - Painted,Alley,3718 W 58TH PL,60629,1152586.25207416,1865561.01168255,23,8,62,,41.787057792673400,-87.7164438782315,"(41.787057792673, -87.716443878231)"
08/05/2017,Completed - Dup,08/07/2017,17-05194353,Graffiti Removal,Metal - Painted,Mail Box,503 N MCCLURG CT,60611,1179107.81819253,1903731.54248357,42,18,8,,41.89116498625570,-87.61752560027900,"(41.891164986256, -87.617525600279)"
08/07/2017,Completed,08/07/2017,17-05245920,Graffiti Removal,Brick - Unpainted,Front,8415 S PULASKI RD,60652,1151201.76927771,1848394.58997592,18,8,70,,41.739860522047500,-87.72145630261180,"(41.739860522047, -87.721456302612)"
08/06/2017,Completed,08/07/2017,17-05217904,Graffiti Removal,Aluminum Siding,Garage,6017 S KOLMAR AVE,60629,1147067.29889876,1864321.54669978,13,8,65,,41.783431615265600,-87.73619272855180,"(41.783431615266, -87.736192728552)"
08/04/2017,Completed,08/07/2017,17-05173384,Graffiti Removal,Brick - Unpainted,Rear,5438 N KENMORE AVE,60640,1168268.53228355,1936294.51242514,48,20,77,,41.98119440423470,-87.65669470044750,"(41.981194404235, -87.656694700448)"
08/07/2017,Completed,08/07/2017,17-05246000,Graffiti Removal,Metal - Painted,Front,5131 S KEDZIE AVE,60632,1155913.45941657,1870429.68219362,14,9,63,,41.79988079411830,-87.70359352654800,"(41.799880794118, -87.703593526548)"
08/06/2017,Completed,08/07/2017,17-05215108,Graffiti Removal,Metal - Painted,Traffic Control Box,1018 W LILL AVE,60614,1169070.78182963,1917119.08009312,43,19,7,35,41.92819734221510,-87.6545036921296,"(41.928197342215, -87.65450369213)"
08/07/2017,Completed,08/07/2017,17-05250082,Graffiti Removal,Brick - Unpainted,Front,2347 W CERMAK RD,60608,1161059.80187457,1889344.50217242,25,10,31,,41.85192382970550,-87.6851227669784,"(41.851923829706, -87.685122766978)"
08/04/2017,Completed,08/07/2017,17-05187612,Graffiti Removal,Metal - Painted,Pole,3628 W SHAKESPEARE AVE,60647,1151850.00739155,1914047.19508329,35,25,22,,41.920125830120200,-87.71796909479880,"(41.92012583012, -87.717969094799)"
08/07/2017,Completed,08/07/2017,17-05246421,Graffiti Removal,Glass,Front,4719 S KEDZIE AVE,60632,1155836.5957733,1873097.07702919,14,9,58,39,41.80757777928650,-87.70381512945340,"(41.807577779286, -87.703815129453)"
08/07/2017,Completed,08/07/2017,17-05249986,Graffiti Removal,Brick - Unpainted,Front,6201 S CAMPBELL AVE,60629,1160768.28726875,1863463.10212511,16,8,66,3,41.78096187508890,-87.6859886759872,"(41.780961875089, -87.685988675987)"
08/05/2017,Completed,08/07/2017,17-05193598,Graffiti Removal,Metal - Painted,Front,5236 N SPAULDING AVE,60625,1153434.82767855,1934599.97393021,39,17,13,,41.976834904698600,-87.71128614193440,"(41.976834904699, -87.711286141934)"
08/07/2017,Completed,08/07/2017,17-05246434,Graffiti Removal,Brick - Unpainted,Front,4715 S KEDZIE AVE,60632,1155835.3957733,1873138.97702919,14,9,58,39,41.80768159373480,-87.70381629298780,"(41.807681593735, -87.703816292988)"
08/05/2017,Completed - Dup,08/07/2017,17-05194150,Graffiti Removal,Metal - Painted,Mail Box,503 N MCCLURG CT,60611,1179107.81819253,1903731.54248357,42,18,8,,41.89116498625570,-87.61752560027900,"(41.891164986256, -87.617525600279)"
08/05/2017,Completed,08/07/2017,17-05204033,Graffiti Removal,Other / Unknown Surface,Pole,5700 S NEWCASTLE AVE,60638,1131698.43100375,1865983.2165813,13,8,56,,41.7884053055012,-87.79280206310760,"(41.788405305501, -87.792802063108)"
08/07/2017,Completed,08/07/2017,17-05251264,Graffiti Removal,Brick - Unpainted,Rear,5109 S PULASKI RD,60632,1150565.69268741,1870362.24263217,23,8,62,,41.80009153444230,-87.72321361153280,"(41.800091534442, -87.723213611533)"
08/05/2017,Completed,08/07/2017,17-05208933,Graffiti Removal,Brick - Painted,Rear,1706 W 51ST ST,60609,1165808.72387933,1870885.09806588,20,9,61,,41.801402443673300,-87.66754764472010,"(41.801402443673, -87.66754764472)"
08/07/2017,Completed,08/07/2017,17-05250007,Graffiti Removal,Brick - Unpainted,Front,6207 S CAMPBELL AVE,60629,1160769.28726875,1863422.70212511,16,8,66,3,41.78079063161460,-87.68598443190760,"(41.780790631615, -87.685984431908)"
08/06/2017,Completed,08/07/2017,17-05231688,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,461 N COLUMBUS DR,60611,1178387.2903709,1903372.65381713,42,18,8,,41.89039114332420,-87.62012665990720,"(41.890391143324, -87.620126659907)"
08/05/2017,Completed - Dup,08/07/2017,17-05201088,Graffiti Removal,Metal - Painted,Fence,2303 W SUNNYSIDE AVE,60625,1160188.11016623,1929832.94508122,47,19,4,21,41.963059519219800,-87.68645159547680,"(41.96305951922, -87.686451595477)"
08/04/2017,Completed,08/07/2017,17-05174321,Graffiti Removal,Metal - Painted,Front,500 W CERMAK RD,60616,1173007.72191118,1889699.19410841,25,12,31,,41.852871687739100,-87.64056365490390,"(41.852871687739, -87.640563654904)"
08/07/2017,Completed,08/07/2017,17-05246408,Graffiti Removal,Brick - Unpainted,Front,4723 S KEDZIE AVE,60632,1155837.77572285,1873055.28988175,14,9,58,39,41.80747206526950,-87.70381153663320,"(41.80747206527, -87.703811536633)"
08/04/2017,Completed,08/07/2017,17-05178099,Graffiti Removal,Brick - Painted,Front,941 N CALIFORNIA AVE,60622,1157551.30993234,1906203.75008034,26,12,24,,41.898708557939100,-87.69663050202660,"(41.898708557939, -87.696630502027)"
08/05/2017,Completed,08/07/2017,17-05199907,Graffiti Removal,Wood - Unpainted,Rear,1758 W 21ST ST,60608,1164969.33512417,1890118.39972217,25,12,31,,41.85418738931660,-87.67087463707000,"(41.854187389317, -87.67087463707)"
08/06/2017,Completed,08/07/2017,17-05213122,Graffiti Removal,Aluminum Siding,Garage,4506 W 61ST ST,60629,1147352.65149505,1863776.66599821,13,8,65,,41.782267819828600,-87.73541627819110,"(41.782267819829, -87.735416278191)"
08/06/2017,Completed,08/07/2017,17-05221626,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,4608 W FLOURNOY ST,60644,1145679.71997447,1896626.28998174,24,11,25,,41.87244221524170,-87.74081440651110,"(41.872442215242, -87.740814406511)"
08/06/2017,Completed - Dup,08/07/2017,17-05232391,Graffiti Removal,Metal - Painted,Front,1440 W SUNNYSIDE AVE,60640,1165613.90042662,1929976.11582825,47,19,3,31,41.963555374559700,-87.666674507045,"(41.96355537456, -87.666674507045)"
08/07/2017,Completed,08/07/2017,17-05246879,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1514 W KINZIE ST,60642,1166041.35999628,1902796.58018574,27,12,24,,41.888962159767700,-87.66610178566350,"(41.888962159768, -87.666101785664)"
08/05/2017,Completed - Dup,08/07/2017,17-05192899,Graffiti Removal,Metal - Painted,Fence,241 E OHIO ST,60611,1178011.43702066,1904248.15816773,42,18,8,,41.89247639096590,-87.62105359933230,"(41.892476390966, -87.621053599332)"
08/04/2017,Completed,08/07/2017,17-05175450,Graffiti Removal,Metal - Painted,Front,2401 W CHICAGO AVE,60622,1160254.57890857,1905261.6834012,26,12,24,,41.895631557318300,-87.68696272106760,"(41.895631557318, -87.686962721068)"
08/04/2017,Completed,08/07/2017,17-05164230,Graffiti Removal,Brick - Painted,Alley,4419 W 63RD ST,60629,1147918.70731951,1862459.82961232,23,8,65,3,41.77842355523480,-87.73340749508980,"(41.778423555235, -87.73340749509)"
08/04/2017,Completed,08/07/2017,17-05179977,Graffiti Removal,Metal - Unpainted,Side,1753 N RICHMOND ST,60647,1156535.45821073,1911828.50709222,1,14,24,,41.9138871832181,-87.70020338662550,"(41.913887183218, -87.700203386625)"
08/04/2017,Completed,08/07/2017,17-05163917,Graffiti Removal,Metal - Painted,Dumpster,4256 W 63RD ST,60629,1149002.90229361,1862483.78182639,23,8,65,3,41.77868231630990,-87.72993251929440,"(41.77868231631, -87.729932519294)"
08/07/2017,Completed,08/07/2017,17-05246915,Graffiti Removal,Metal - Painted,Traffic Control Box,450 N ASHLAND AVE,60622,1165649.87707998,1903168.88403327,1,12,24,,41.890255873022600,-87.6672695691617,"(41.890255873023, -87.667269569162)"
08/07/2017,Completed - Dup,08/07/2017,17-05242699,Graffiti Removal,Brick - Unpainted,Front,4119 N SPAULDING AVE,60618,1153649.32911513,1927288.07140141,33,17,16,60,41.95633799364310,-87.71039227239210,"(41.956337993643, -87.710392272392)"
08/05/2017,Completed,08/07/2017,17-05199909,Graffiti Removal,Stucco,Side,3346 W FOSTER AVE,60625,1153033.11582136,1934347.02927841,39,17,13,,41.97580850865240,-87.71302647581260,"(41.975808508652, -87.713026475813)"
08/07/2017,Completed,08/07/2017,17-05246906,Graffiti Removal,Metal - Painted,Traffic Control Box,470 N PAULINA ST,60622,1164978.78607972,1903436.89299746,27,12,24,,41.89092141184220,-87.66972405462060,"(41.890921411842, -87.669724054621)"
08/07/2017,Completed,08/07/2017,17-05245929,Graffiti Removal,Brick - Unpainted,Pole,818 W 18TH ST,60608,1171115.59993231,1891620.48267215,11,12,31,,41.8581868365599,-87.64748864587100,"(41.85818683656, -87.647488645871)"
08/04/2017,Completed,08/07/2017,17-05167601,Graffiti Removal,Wood - Painted,Front,3130 W ARMITAGE AVE,60647,1155043.97987465,1913119.26327222,32,14,22,,41.91751365788260,-87.70656548628620,"(41.917513657883, -87.706565486286)"
08/07/2017,Completed,08/07/2017,17-05246949,Graffiti Removal,Brick - Unpainted,Rear,3825 N CICERO AVE,60641,1143683.12201736,1925113.74367508,30,17,15,,41.95051071816430,-87.74708751589260,"(41.950510718164, -87.747087515893)"
08/07/2017,Completed,08/07/2017,17-05246738,Graffiti Removal,Metal - Painted,Pole,2120 S CENTRAL PARK AVE,60623,1152696.69849319,1889648.86522758,24,10,29,,41.852774434816600,-87.71517802193250,"(41.852774434817, -87.715178021932)"
08/07/2017,Completed,08/07/2017,17-05246539,Graffiti Removal,Brick - Painted,Front,1058 N DAMEN AVE,60622,1162874.85997062,1907133.73002019,2,12,24,,41.90132607445250,-87.67735196539890,"(41.901326074453, -87.677351965399)"
08/07/2017,Completed,08/07/2017,17-05245663,Graffiti Removal,Wood - Painted,Fence,741 W DIVISION ST,60610,1170880.4827,1908223.1572,27,18,8,,41.90353375987780,-87.64771382923050,"(41.903533759878, -87.64771382923)"
08/07/2017,Completed,08/07/2017,17-05246582,Graffiti Removal,Metal - Unpainted,Front,1140 W CHICAGO AVE,60642,1168557.68997114,1905510.3499928,27,12,24,29,41.89634928705180,-87.65683937699620,"(41.896349287052, -87.656839376996)"
08/06/2017,Completed,08/07/2017,17-05210404,Graffiti Removal,Brick - Unpainted,Side,5618 S PULASKI RD,60629,1150662.74951101,1866973.60050301,13,8,62,3,41.79073435299330,-87.7232376793343,"(41.790734352993, -87.723237679334)"
08/04/2017,Completed,08/07/2017,17-05174337,Graffiti Removal,Metal - Painted,Pole,1650 W 18TH ST,60608,1165605.07001731,1891464.8002796,25,12,31,,41.8578714053189,-87.66827053413850,"(41.857871405319, -87.668270534138)"
08/05/2017,Completed - Dup,08/07/2017,17-05193127,Graffiti Removal,Metal - Painted,Pole,634 E OHIO ST,60611,1180909.98706648,1904297.94457878,42,18,8,,41.89315485443540,-87.61094392384280,"(41.893154854435, -87.610943923843)"
08/05/2017,Completed,08/07/2017,17-05200066,Graffiti Removal,Brick - Unpainted,Rear,4047 N HAMLIN AVE,60618,1150336.59138687,1926633.22860909,45,17,16,,41.955058266433400,-87.72260137280750,"(41.955058266433, -87.722601372807)"
08/04/2017,Completed,08/07/2017,17-05171855,Graffiti Removal,Brick - Unpainted,Alley,4400 S RICHMOND ST,60632,1157430.38592611,1875332.01021949,15,9,58,,41.81357702530980,-87.6981972531305,"(41.81357702531, -87.69819725313)"
08/05/2017,Completed,08/07/2017,17-05197314,Graffiti Removal,Aluminum Siding,Rear,2853 N KILBOURN AVE,60641,1145891.3649953,1918591.69909911,31,25,20,,41.93319621545470,-87.73915383924700,"(41.933196215455, -87.739153839247)"
08/05/2017,Completed - Dup,08/07/2017,17-05194151,Graffiti Removal,Other/Unknown Surface,Fence,432 E ILLINOIS ST,60611,1179328.21819253,1903708.84248357,42,18,8,,41.89118456248690,-87.61638896561310,"(41.891184562487, -87.616388965613)"
08/05/2017,Completed - Dup,08/07/2017,17-05201507,Graffiti Removal,Limestone,Express Way Job,481 N LAKE SHORE DR,60611,1180052.05771678,1903612.41249721,42,18,8,,41.890729492394700,-87.61403811956760,"(41.890729492395, -87.614038119568)"
08/07/2017,Completed,08/07/2017,17-05246725,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3600 W DIVERSEY AVE,60647,1151903.008601,1918380.59946794,30,25,21,,41.932019940834000,-87.71725848978890,"(41.932019940834, -87.717258489789)"
08/04/2017,Completed,08/07/2017,17-05178008,Graffiti Removal,Metal - Painted,Side,2353 W BLOOMINGDALE AVE,60647,1160415.52702012,1911921.08610423,32,14,24,33,41.913892113677400,-87.6869357374958,"(41.913892113677, -87.686935737496)"
08/06/2017,Completed,08/07/2017,17-05224958,Graffiti Removal,Metal - Painted,Traffic Control Box,5306 S PULASKI RD,60632,1150602.18809149,1869112.06999021,23,8,62,,41.79658715359510,-87.72340396140200,"(41.796587153595, -87.723403961402)"
08/04/2017,Completed,08/07/2017,17-05180419,Graffiti Removal,Metal - Painted,Rear,2915 W FULLERTON AVE,60647,1156416.51771453,1915813.55472482,1,14,22,,41.924666326767600,-87.70064157541570,"(41.924666326768, -87.700641575416)"
08/04/2017,Completed,08/07/2017,17-05166512,Graffiti Removal,Glass,Sign,1807 N ALBANY AVE,60647,1155222.56109767,1911857.9504727,1,14,22,,41.9139534600977,-87.70502374676060,"(41.913953460098, -87.705023746761)"
08/06/2017,Completed,08/07/2017,17-05210454,Graffiti Removal,Wood - Unpainted,Alley,5355 W 63RD ST,60638,1141702.91990774,1862281.87446914,13,8,64,,41.778043164043400,-87.7566306227425,"(41.778043164043, -87.756630622742)"
08/07/2017,Completed,08/07/2017,17-05251178,Graffiti Removal,Brick - Painted,Side,5109 S PULASKI RD,60632,1150565.69268741,1870362.24263217,23,8,62,,41.80009153444230,-87.72321361153280,"(41.800091534442, -87.723213611533)"
08/05/2017,Completed,08/07/2017,17-05188523,Graffiti Removal,Metal - Painted,Sign,532 N DAMEN AVE,60622,1162971.56897665,1903775.11692404,26,12,24,29,41.891798442686200,-87.67708173666640,"(41.891798442686, -87.677081736666)"
08/06/2017,Completed,08/07/2017,17-05215807,Graffiti Removal,Metal - Painted,Mail Box,2536 N SHEFFIELD AVE,60614,1169189.78182963,1917147.08009312,43,19,7,35,41.92826899931480,-87.6538554034922,"(41.928268999315, -87.653855403492)"
08/05/2017,Completed,08/07/2017,17-05200657,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,328 N LAKE SHORE DR,60601,1180122.63110619,1902262.41959965,42,1,32,,41.88709207291240,-87.61413825449040,"(41.887092072912, -87.61413825449)"
08/05/2017,Completed,08/07/2017,17-05193620,Graffiti Removal,Brick - Painted,Front,4009 N LAWLER AVE,60641,1141978.76000264,1926182.30078084,45,16,15,28,41.95366399489540,-87.75332921490560,"(41.953663994895, -87.753329214906)"
08/04/2017,Completed,08/07/2017,17-05181346,Graffiti Removal,Brick - Unpainted,Side,5106 W CHICAGO AVE,60651,1142140.25393039,1904845.04408622,37,15,25,,41.89506921803680,-87.75349374588760,"(41.895069218037, -87.753493745888)"
08/06/2017,Completed,08/07/2017,17-05216882,Graffiti Removal,Glass,Door,849 W WASHINGTON BLVD,60607,1170638.19737184,1900742.1836832,27,12,28,,41.88300249453230,-87.64932315711150,"(41.883002494532, -87.649323157111)"
